COMUNA,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS
1101,*,*,33,8
1101,6,*,38,*
1101,*,11,66,*
1101,23,15,181,19
1101,*,*,74,12
1101,0,0,56,10
1101,*,*,32,6
1101,0,0,0,0
1101,*,6,15,*
1101,19,22,230,8
1101,*,*,18,*
1101,*,*,26,11
1101,*,5,49,*
1101,4,4,34,9
1101,6,11,109,6
1101,12,12,177,19
1101,15,11,132,14
1101,*,5,40,*
1101,*,*,14,0
1101,*,*,20,*
1101,8,6,57,8
1101,*,6,30,*
1101,*,10,67,*
1101,22,22,154,16
1101,*,*,23,10
1101,12,*,77,*
1101,8,13,81,21
1101,23,20,190,31
1101,19,20,109,25
1101,8,12,66,16
1101,5,5,29,5
1101,0,0,6,0
1101,0,0,51,0
1101,22,27,155,12
1101,14,18,135,15
1101,6,5,38,9
1101,*,4,15,*
1101,*,0,15,*
1101,*,0,0,*
1101,0,0,*,*
1101,*,*,9,0
1101,*,*,47,5
1101,0,*,21,*
1101,0,0,0,0
1101,*,*,10,0
1101,0,0,*,*
1101,0,0,5,0
1101,*,14,*,26
1101,*,*,7,*
1101,*,0,*,0
1101,0,0,20,0
1101,*,0,*,0
1101,*,27,196,*
1101,*,8,15,*
1101,*,*,10,*
1101,*,30,*,32
1101,0,*,*,0
1101,*,*,19,0
1101,*,*,53,17
1101,65,67,430,41
1101,0,0,0,0
1101,5,9,61,9
1101,*,0,26,*
1101,57,83,868,54
1107,*,30,67,*
1107,*,37,63,*
1107,14,33,67,0
1107,16,12,67,5
1107,*,27,86,*
1107,6,*,16,*
1107,19,31,87,5
1107,*,11,27,*
1107,6,*,51,*
1107,*,7,36,*
1107,13,*,49,*
1107,8,10,60,13
1107,*,13,46,*
1107,11,27,60,9
1107,8,10,40,5
1107,11,*,39,*
1107,*,13,57,*
1107,15,36,95,4
1107,19,25,95,4
1107,18,33,103,8
1107,130,234,782,40
1107,*,*,*,*
1107,109,182,591,37
1107,*,*,15,*
1107,0,0,*,*
1107,12,28,65,5
1107,26,50,143,4
1107,18,14,84,6
1107,*,16,49,*
1107,23,18,90,5
1107,*,25,84,*
1107,14,27,74,8
1107,10,19,86,6
1107,30,43,124,4
1107,21,31,107,6
1107,22,33,91,6
1107,*,37,93,*
1107,*,24,63,*
1107,18,26,92,14
1107,18,32,88,12
1107,18,24,119,8
1107,4,14,56,5
1107,5,14,50,5
1107,9,20,65,7
1107,*,14,70,*
1107,4,*,19,*
1107,*,14,44,*
1107,*,11,41,*
1107,*,9,35,*
1107,*,*,19,0
1107,7,27,56,4
1107,*,*,*,*
1107,13,16,61,5
1107,7,7,51,0
1107,*,10,34,*
1107,*,6,28,*
1107,10,*,52,*
1107,10,24,80,6
1107,*,16,48,*
1107,*,5,22,*
1107,8,11,39,5
1107,12,*,66,*
1107,*,14,62,*
1107,*,15,53,*
1107,*,14,51,*
1107,0,*,*,0
1107,6,14,48,4
1107,8,6,57,6
1107,*,10,39,*
1107,6,16,58,6
1107,14,19,64,4
1107,*,*,18,0
1107,*,9,35,*
1107,*,11,34,*
1107,5,5,24,4
1107,*,18,56,*
1107,19,37,104,4
1107,12,30,91,6
1107,38,73,222,9
1107,22,37,76,8
1107,*,34,85,*
1107,*,29,98,*
1107,*,17,56,*
1107,29,29,105,7
1107,*,43,112,*
1107,*,31,105,*
1107,*,26,85,*
1107,*,36,79,*
1107,*,*,8,*
1107,13,26,72,4
1107,*,*,19,0
1107,94,173,539,35
1107,*,33,77,*
1107,*,16,48,*
1107,27,23,101,10
1107,*,8,21,*
1107,13,12,36,4
1107,6,*,13,*
1107,*,25,104,*
1107,12,18,36,0
1107,*,14,44,*
1107,*,8,23,*
1107,*,8,29,*
1107,*,5,13,*
1107,*,25,92,*
1107,4,8,21,0
1107,8,9,23,0
1107,6,*,24,*
1107,16,12,57,0
1107,9,7,32,0
1107,7,4,28,0
1107,*,*,18,0
1107,8,5,16,0
1107,*,25,74,*
1107,39,*,128,*
1107,35,35,147,4
1107,6,8,27,0
1107,10,*,47,*
1107,34,58,130,6
1107,29,32,103,6
1107,11,9,43,0
1107,*,7,35,*
1107,*,24,70,*
1107,16,*,34,*
1107,*,10,36,*
1107,12,5,22,0
1107,*,9,33,*
1107,*,7,31,*
1107,*,*,15,0
1107,*,7,23,*
1107,*,*,6,0
1107,*,*,12,0
1107,*,*,13,0
1107,0,0,0,0
1107,6,*,33,*
1107,6,*,31,*
1107,7,9,31,0
1107,18,8,37,0
1107,9,*,54,*
1107,*,*,13,0
1107,9,6,28,0
1107,7,5,16,0
1107,100,177,483,30
1107,*,20,50,*
1107,22,17,50,0
1107,98,141,534,51
1107,*,15,50,*
1107,4,0,22,0
1107,22,18,71,0
1107,*,0,*,0
1107,*,0,*,0
1107,0,0,0,0
1107,0,0,0,0
1107,0,0,*,*
1107,7,17,48,0
1107,*,10,53,*
1107,8,*,35,*
1107,*,8,46,*
1107,36,37,155,8
1107,12,9,70,7
1107,*,9,39,*
1107,17,18,114,12
1107,20,24,75,5
1107,13,12,75,9
1107,7,15,37,8
1107,17,14,65,4
1107,21,30,124,11
1107,6,11,74,7
1107,*,*,12,*
1107,13,30,162,21
1107,10,11,61,6
1107,16,29,91,6
1107,34,38,208,8
1107,*,0,*,0
1107,24,23,148,4
1107,*,13,68,*
1107,14,*,65,*
1107,22,40,135,15
1107,17,19,115,7
1107,22,37,153,9
1107,25,32,122,18
1107,15,18,53,4
1107,24,39,142,20
1107,17,13,61,8
1107,4,*,*,4
1107,5,5,40,0
1107,30,38,137,7
1107,11,16,53,6
1107,20,25,132,11
1107,36,41,199,9
1107,12,14,86,6
1107,11,23,110,9
1107,13,18,94,8
1107,22,26,133,8
1107,22,28,147,7
1107,16,21,68,9
1107,33,63,217,25
1107,29,32,136,6
1107,8,5,87,6
1107,9,8,99,7
1107,33,30,145,9
1107,12,16,52,4
1107,*,*,10,0
1107,26,43,213,14
1107,19,23,94,8
1107,29,18,124,4
1107,19,19,67,8
1107,8,18,77,11
1107,21,17,98,5
1107,9,11,58,9
1107,12,8,79,7
1107,*,*,15,0
1107,31,9,147,10
1107,12,14,64,8
1107,11,18,60,5
1107,17,21,117,7
1107,19,21,87,6
1107,23,24,127,8
1107,7,*,42,*
1107,*,13,21,*
1107,8,5,34,6
1107,*,9,49,*
1107,0,0,0,0
1107,14,13,87,4
1107,*,*,20,*
1107,*,18,89,*
1107,17,*,66,*
1107,14,17,57,6
1107,*,*,45,5
1107,10,10,67,8
1107,*,16,58,*
1107,19,14,93,10
1107,10,10,61,5
1107,7,13,49,0
1107,*,5,17,*
1107,0,0,0,0
1107,*,7,63,*
1107,10,*,24,*
1107,*,5,27,*
1107,*,17,77,*
1107,*,*,33,5
1107,*,5,17,*
1107,10,*,19,*
1107,12,11,30,0
1107,0,*,17,*
1107,16,27,170,6
1107,*,*,43,4
1107,*,8,34,*
1107,5,17,56,0
1107,12,11,69,7
1107,13,26,107,14
1107,15,27,104,5
1107,102,193,516,14
1107,51,73,310,18
1107,95,149,487,17
1107,54,109,367,24
1107,*,*,22,*
1107,53,55,227,8
1107,24,24,136,6
1107,28,39,206,12
1107,15,22,76,11
1107,16,18,88,13
1107,4,6,23,10
1107,0,0,0,0
1107,25,38,158,9
1107,9,10,68,0
1107,7,14,55,5
1107,*,29,140,*
1107,*,9,34,*
1107,13,14,68,5
1107,24,32,145,12
1107,*,15,66,*
1107,14,14,65,5
1107,7,*,79,*
1107,*,9,33,*
1107,*,10,56,*
1107,*,18,78,*
1107,10,16,73,5
1107,7,12,66,8
1107,12,13,92,5
1107,11,14,100,5
1107,17,18,79,7
1107,6,18,80,12
1107,18,18,96,4
1107,8,15,36,0
1107,*,*,30,0
1107,*,18,44,*
1107,93,188,635,45
1107,14,25,96,8
1107,11,10,69,0
1107,21,24,142,15
1107,*,19,81,*
1107,7,9,67,8
1107,28,34,174,4
1107,18,27,87,8
1107,*,10,64,*
1107,*,8,27,*
1107,9,*,49,*
1107,0,*,37,*
1107,5,8,50,6
1107,10,17,95,15
1107,*,9,35,*
1107,*,14,69,*
1107,18,20,120,7
1107,9,20,112,7
1107,18,14,126,11
1107,24,20,154,15
1107,*,13,54,*
1107,24,41,162,5
1107,20,39,156,18
1107,21,38,122,10
1107,19,20,99,13
1107,*,44,144,*
1107,26,59,185,12
1107,10,9,47,5
1107,0,0,0,0
1107,*,4,21,*
1107,9,17,50,6
1107,*,11,59,*
1107,16,12,60,5
1107,9,11,65,5
1107,16,18,103,7
1107,24,23,103,6
1107,16,27,104,10
1107,*,7,27,*
1107,34,42,248,20
1107,4,11,37,7
1107,10,18,67,7
1107,7,13,81,4
1107,11,31,71,6
1107,11,17,85,10
1107,10,14,49,5
1107,22,20,101,10
1107,11,15,70,4
1107,*,7,38,*
1107,*,7,27,*
1107,16,24,136,8
1107,9,13,83,4
1107,22,27,124,19
1107,12,29,136,18
1107,26,35,158,15
1107,10,13,67,6
1107,8,*,46,*
1107,9,*,22,*
1107,19,18,94,4
1107,16,18,117,4
1107,20,29,160,20
1107,*,6,49,*
1107,10,8,38,8
1107,24,26,163,13
1107,21,26,103,6
1107,13,24,95,6
1107,*,7,27,*
1107,7,8,*,*
1107,12,18,77,5
1107,*,18,67,*
1107,*,5,18,*
1107,17,19,94,8
1107,16,22,89,11
1107,8,12,66,6
1107,11,16,81,4
1107,*,29,77,*
1107,18,14,82,5
1107,53,83,272,30
1107,15,17,80,12
1107,13,29,87,14
1107,11,14,70,4
1107,*,10,85,*
1107,0,4,25,0
1107,*,0,*,0
1107,4,7,36,0
1107,*,11,84,*
1107,*,13,55,*
1107,6,5,41,4
1107,11,7,86,6
1107,13,8,69,4
1107,6,14,87,16
1107,5,13,61,7
1107,*,0,5,*
1107,*,10,45,*
1107,*,22,54,*
1107,10,15,54,14
1107,14,14,68,5
1107,8,10,51,5
1107,4,16,63,4
1107,13,15,60,6
1107,*,20,57,*
1107,9,15,84,5
1107,16,28,117,6
1107,19,24,82,6
1107,*,13,76,*
1107,13,13,62,6
1107,12,18,94,4
1107,26,29,107,8
1107,10,*,33,*
1107,7,20,52,4
1107,*,13,36,*
1107,*,19,57,*
1107,16,26,107,9
1107,9,16,46,0
1107,6,14,49,0
1107,7,6,55,5
1107,15,24,122,8
1107,6,11,70,7
1107,*,8,44,*
1107,16,27,118,9
1107,8,13,75,7
1107,28,30,106,11
1107,21,23,117,8
1107,*,22,91,*
1107,12,26,109,8
1107,*,15,57,*
1107,9,7,53,5
1107,*,*,49,6
1107,*,14,101,*
1107,10,*,38,*
1107,*,10,43,*
1107,*,*,36,14
1107,*,*,32,*
1107,*,20,95,*
1107,15,17,109,8
1107,17,22,93,6
1107,*,21,95,*
1107,14,21,100,10
1107,8,18,64,5
1107,4,9,51,5
1107,12,*,73,*
1107,*,16,58,*
1107,10,13,48,4
1107,12,21,95,7
1107,5,9,43,0
1107,12,19,91,7
1107,*,16,49,*
1107,*,6,43,*
1107,16,16,102,4
1107,*,8,35,*
1107,*,10,47,*
1107,15,25,106,8
1107,*,4,31,*
1107,9,8,52,7
1107,10,7,48,0
1107,11,17,70,5
1107,10,17,90,4
1107,21,33,139,7
1107,12,22,117,16
1107,28,37,122,16
1107,13,16,127,8
1107,9,35,122,11
1107,5,8,38,5
1107,*,12,45,*
1107,10,15,101,4
1107,30,34,166,6
1107,15,23,93,4
1107,9,16,88,10
1107,17,17,71,6
1107,17,32,121,7
1107,17,25,110,4
1107,15,15,87,8
1107,16,21,120,9
1107,0,0,0,0
1107,*,4,38,*
1107,*,*,66,8
1107,13,18,131,7
1107,13,32,148,10
1107,15,36,144,13
1107,39,45,240,24
1107,4,5,25,9
1107,19,12,92,6
1107,12,22,121,9
1107,16,12,93,15
1107,29,24,141,5
1107,14,12,83,7
1107,12,11,90,8
1107,6,*,62,*
1107,*,14,41,*
1107,11,11,47,9
1107,*,26,93,*
1107,4,14,36,0
1107,*,20,73,*
1107,14,43,151,7
1107,224,189,1053,25
1107,*,*,25,0
1107,9,20,84,6
1107,9,10,56,5
1107,*,10,36,*
1107,22,41,192,15
1107,15,28,147,5
1107,13,42,126,9
1107,11,25,122,10
1107,4,*,30,*
1107,111,150,686,30
1107,10,10,50,0
1107,*,5,24,*
1107,8,9,49,0
1107,*,13,47,*
1107,7,22,39,4
1107,8,10,57,7
1107,*,19,55,*
1107,*,15,31,*
1107,14,11,81,4
1107,11,17,74,6
1107,8,13,63,7
1107,*,6,30,*
1107,*,23,69,*
1107,*,24,68,*
1107,9,*,34,*
1107,*,16,42,*
1107,18,20,91,6
1107,13,21,48,7
1107,23,28,114,10
1107,12,16,49,4
1107,8,17,50,5
1107,12,19,62,7
1107,9,24,60,8
1107,15,20,69,8
1107,19,24,95,12
1107,13,27,101,7
1107,9,13,57,5
1107,8,13,69,4
1107,13,20,64,5
1107,15,19,64,6
1107,7,13,65,5
1107,*,39,71,*
1107,9,15,77,13
1107,11,21,94,12
1107,11,19,61,5
1107,13,26,76,5
1107,0,0,0,0
1107,9,20,80,7
1107,18,14,85,5
1107,14,20,89,12
1107,10,32,84,5
1107,23,40,114,6
1107,17,35,95,7
1107,8,18,61,6
1107,*,33,73,*
1107,*,15,55,*
1107,12,16,77,5
1107,9,17,60,4
1107,9,17,63,4
1107,*,6,24,*
1107,*,41,61,*
1107,18,30,93,7
1107,*,12,40,*
1107,12,17,75,7
1107,13,25,69,5
1107,*,16,43,*
1107,*,43,132,*
1107,0,5,8,0
1107,*,14,52,*
1107,23,35,98,6
1107,*,18,66,*
1107,*,20,43,*
1107,*,18,47,*
1107,9,20,33,0
1107,5,*,37,*
1107,99,165,469,24
1107,*,*,31,0
1107,*,4,12,*
1107,77,114,368,20
1107,*,14,37,*
1107,*,7,30,*
1107,*,*,27,0
1107,15,*,60,*
1107,17,18,61,5
1107,*,14,54,*
1107,18,26,62,6
1107,19,*,82,*
1107,8,15,64,0
1107,0,*,6,*
1107,*,25,66,*
1107,100,107,359,23
1107,*,12,33,*
1107,*,*,15,0
1107,*,16,44,*
1107,8,15,47,5
1107,8,14,39,7
1107,*,12,40,*
1107,*,19,70,*
1107,*,9,34,*
1107,181,215,764,32
1107,75,92,354,30
1107,23,24,90,4
1107,0,0,0,0
1107,*,*,12,*
1107,9,*,35,*
1107,12,9,32,0
1107,13,13,33,0
1107,*,*,97,5
1107,*,*,9,*
1107,*,*,21,*
1107,0,6,2370,23
1107,0,0,4,0
1107,6,11,51,4
1107,*,15,60,*
1107,12,13,52,4
1107,6,12,48,6
1107,13,19,54,7
1107,13,13,62,6
1107,*,13,58,*
1107,*,17,53,*
1107,10,14,59,5
1107,*,*,29,*
1107,*,14,69,*
1107,7,11,57,5
1107,*,0,*,0
1107,*,*,19,5
1107,11,11,50,5
1107,4,8,35,0
1107,10,*,48,*
1107,5,9,52,13
1107,12,18,68,12
1107,7,7,45,15
1107,4,7,34,0
1107,7,*,28,*
1107,5,12,31,4
1107,7,8,26,9
1107,*,7,34,*
1107,*,10,36,*
1107,0,4,28,6
1107,*,6,36,*
1107,5,11,46,4
1107,*,7,43,*
1107,5,5,36,4
1107,10,14,56,6
1107,5,7,37,5
1107,8,9,61,10
1107,*,20,77,*
1107,*,14,42,*
1107,4,*,25,*
1107,10,15,57,14
1107,*,4,26,*
1107,4,9,58,7
1107,*,5,35,*
1107,*,11,55,*
1107,10,6,44,7
1107,8,*,36,*
1107,13,*,40,*
1107,*,5,18,*
1107,*,13,62,*
1107,*,13,43,*
1107,*,10,41,*
1107,9,7,28,4
1107,*,9,21,*
1107,4,*,*,0
1107,*,11,33,*
1107,6,*,29,*
1107,*,10,33,*
1107,*,16,51,*
1107,4,7,45,11
1107,*,*,22,*
1107,*,37,60,*
1107,*,12,38,*
1107,*,20,38,*
1107,6,15,61,4
1107,*,27,91,*
1107,8,25,78,6
1107,*,26,81,*
1107,13,27,83,7
1107,12,16,68,6
1107,18,*,49,*
1107,*,29,68,*
1107,*,15,57,*
1107,20,*,79,*
1107,*,10,49,*
1107,*,22,82,*
1107,8,11,32,7
1107,*,6,29,*
1107,14,22,63,5
1107,*,18,75,*
1107,13,19,80,7
1107,*,13,58,*
1107,9,17,60,7
1107,10,31,69,11
1107,13,27,82,6
1107,5,14,57,6
1107,*,19,74,*
1107,*,19,77,*
1107,14,16,77,5
1107,*,33,81,*
1107,18,25,83,5
1107,*,21,77,*
1107,5,7,54,4
1107,*,6,37,*
1107,21,*,74,*
1107,55,67,261,9
1107,0,5,10,0
1107,*,20,64,*
1107,6,*,27,*
1107,6,9,44,5
1107,50,62,238,10
1107,*,13,43,*
1107,21,13,40,0
1107,*,8,25,*
1107,7,11,27,0
1107,*,*,17,0
1107,*,18,49,*
1107,*,*,24,0
1107,*,*,12,0
1107,*,*,11,0
1107,0,0,0,0
1107,10,*,28,*
1107,17,22,92,8
1107,4,7,39,4
1107,19,*,74,*
1107,9,18,54,9
1107,*,32,81,*
1107,15,*,62,*
1107,10,15,51,5
1107,8,12,59,4
1107,12,21,69,7
1107,*,21,86,*
1107,*,12,52,*
1107,9,*,49,*
1107,17,21,102,4
1107,5,6,40,4
1107,7,13,51,6
1107,*,14,74,*
1107,21,*,60,*
1107,*,*,36,6
1107,11,21,49,5
1107,*,10,42,*
1107,*,14,50,*
1107,*,28,51,*
1107,18,23,63,4
1107,*,13,48,*
1107,10,16,64,4
1107,14,23,73,4
1107,12,21,52,6
1107,12,*,50,*
1107,8,13,21,0
1107,5,12,55,7
1107,10,28,46,5
1107,10,19,43,4
1107,*,*,11,0
1107,5,8,50,0
1107,*,6,49,*
1107,10,19,57,5
1107,*,13,43,*
1107,5,12,60,7
1107,*,22,57,*
1107,13,15,48,4
1107,*,17,60,*
1107,*,*,14,0
1107,6,*,36,*
1107,15,17,67,5
1107,12,30,75,5
1107,*,17,52,*
1107,5,7,36,0
1107,11,10,44,4
1107,*,26,84,*
1107,*,20,76,*
1107,17,26,92,4
1107,0,0,0,0
1107,10,17,38,4
1107,*,18,50,*
1107,7,15,48,5
1107,75,67,317,9
1107,6,11,48,7
1107,31,47,126,6
1107,37,67,195,8
1107,*,17,73,*
1107,8,20,53,8
1107,55,111,419,41
1107,*,28,107,*
1107,*,9,19,*
1107,184,185,729,32
1107,84,105,416,9
1107,*,*,16,0
1107,*,*,14,*
1107,14,21,69,9
1107,*,9,45,*
1107,6,19,67,8
1107,*,7,29,*
1107,*,4,10,*
1107,74,131,316,10
1107,29,33,103,11
1107,21,41,137,11
1107,137,121,412,9
1107,132,188,603,28
1107,*,*,40,0
1107,14,*,66,*
1107,*,17,50,*
1107,*,*,20,0
1107,*,*,15,*
1107,*,*,20,0
1107,8,5,26,6
1107,10,12,52,6
1107,*,7,23,*
1107,*,8,16,*
1107,25,23,115,8
1107,*,12,43,*
1107,8,11,55,4
1107,*,4,11,*
1107,*,*,9,0
1107,0,*,14,*
1107,*,17,62,*
1107,19,30,112,4
1107,*,32,101,*
1107,10,4,48,4
1107,8,14,49,5
1107,*,11,64,*
1107,12,16,55,6
1107,7,5,42,5
1107,*,12,24,*
1107,6,*,26,*
1107,*,24,72,*
1107,13,29,82,5
1107,*,14,52,*
1107,10,18,45,4
1107,15,9,54,5
1107,7,14,30,9
1107,8,*,30,*
1107,*,7,22,*
1107,48,81,264,10
1107,*,11,35,*
1107,7,*,43,*
1107,13,12,42,5
1107,4,4,14,4
1107,*,6,33,*
1107,*,7,34,*
1107,15,21,72,4
1107,*,19,46,*
1107,0,0,0,0
1107,8,21,58,5
1107,*,12,61,*
1107,14,22,83,4
1107,*,10,31,*
1107,*,15,30,*
1107,11,18,35,4
1107,4,12,39,5
1107,13,12,38,4
1107,13,*,44,*
1107,21,18,88,5
1107,13,18,84,12
1107,7,11,51,4
1107,11,20,52,4
1107,*,10,51,*
1107,9,21,56,4
1107,22,21,63,5
1107,*,14,40,*
1107,11,11,53,4
1107,*,22,70,*
1107,9,16,52,5
1107,*,19,54,*
1107,*,15,89,*
1107,5,7,43,4
1107,6,13,29,7
1107,11,22,60,5
1107,15,24,87,4
1107,13,23,79,6
1107,10,11,46,5
1107,7,11,63,8
1107,*,20,53,*
1107,12,15,62,4
1107,12,15,55,6
1107,5,10,51,5
1107,*,11,63,*
1107,11,34,89,7
1107,*,33,88,*
1107,12,15,67,5
1107,9,18,65,4
1107,*,13,56,*
1107,9,11,51,5
1107,*,12,46,*
1107,13,19,73,5
1107,7,16,79,5
1107,16,14,79,5
1107,*,12,64,*
1107,10,19,81,6
1107,0,0,6,0
1107,*,10,25,*
1107,13,17,52,5
1107,*,13,71,*
1107,*,25,60,*
1107,*,11,48,*
1107,*,12,55,*
1107,*,8,51,*
1107,30,59,139,4
1107,29,44,141,7
1107,21,34,98,17
1107,26,31,159,16
1107,*,15,57,*
1107,12,13,62,5
1107,10,10,59,5
1107,9,8,60,6
1107,11,28,70,7
1107,10,26,66,5
1107,*,16,65,*
1107,*,16,62,*
1107,*,14,56,*
1107,13,16,73,4
1107,*,12,46,*
1107,15,26,75,7
1107,9,17,81,10
1107,21,41,111,5
1107,*,13,34,*
1107,23,51,156,5
1107,26,32,106,6
1107,11,6,71,4
1107,17,10,45,0
1107,*,6,24,*
1107,18,20,89,6
1107,*,20,83,*
1107,22,19,94,8
1107,11,17,66,0
1107,*,*,12,0
1107,37,53,180,6
1107,32,36,133,6
1107,*,*,13,0
1107,*,*,13,*
1107,*,17,78,*
1107,*,*,*,*
1107,*,*,*,*
1107,96,142,548,33
1401,20,18,134,5
1401,5,12,38,6
1401,0,0,*,*
1401,12,*,37,*
1401,5,11,30,5
1401,*,*,22,4
1401,*,6,27,*
1401,*,9,39,*
1401,*,6,23,*
1401,6,7,51,6
1401,12,9,77,7
1401,*,*,19,5
1401,8,*,23,*
1401,7,*,46,*
1401,11,9,75,6
1401,*,*,49,8
1401,10,*,49,*
1401,4,8,70,8
1401,*,4,20,*
1401,8,*,22,*
1401,11,15,69,4
1401,8,9,88,5
1401,*,6,17,*
1401,*,*,8,*
1401,*,*,45,0
1401,7,9,44,10
1401,26,40,147,13
1401,*,*,40,*
1401,*,9,41,*
1401,23,*,74,*
1401,8,11,53,8
1401,*,*,10,0
1401,*,*,15,*
1401,*,*,20,*
1401,*,8,16,*
1401,7,*,18,*
1401,*,7,15,*
1401,*,8,25,*
1401,*,*,11,*
1401,10,8,75,5
1401,*,*,*,*
1401,*,*,24,0
1401,*,*,8,*
1401,0,*,10,*
1401,0,0,0,0
1401,9,10,58,9
1401,*,11,29,*
1401,*,10,47,*
1401,4,4,61,5
1401,29,23,76,4
1401,*,14,34,*
1401,13,*,42,*
1401,*,10,31,*
1401,*,9,26,*
1401,*,13,46,*
1401,6,23,61,9
1401,7,7,36,4
1401,5,15,53,4
1401,10,25,70,6
1401,14,21,69,5
1401,8,14,49,4
1401,*,16,66,*
1401,14,12,67,4
1401,*,*,11,0
1401,0,*,15,*
1401,*,20,33,*
1401,*,0,9,*
1401,11,6,23,0
1401,7,17,46,0
1401,*,4,6,*
1401,*,*,13,*
1401,*,20,39,*
1401,0,0,*,*
1401,*,0,*,0
1401,*,15,29,*
1401,0,*,*,0
1401,*,*,7,0
1401,*,*,7,*
1401,0,0,0,0
1401,*,17,32,*
1401,10,22,39,0
1401,*,22,46,*
1401,10,25,44,4
1401,15,16,45,4
1401,*,13,29,*
1401,0,0,0,0
1401,*,21,37,*
1401,*,35,53,*
1401,8,17,30,0
1401,*,14,36,*
1401,8,6,27,0
1401,*,15,24,*
1401,*,17,35,*
1401,*,16,26,*
1401,20,30,39,0
1401,*,21,53,*
1401,12,8,49,12
1401,5,9,45,5
1401,*,5,54,*
1401,7,16,35,6
1401,*,21,54,*
1401,10,18,60,4
1401,*,20,59,*
1401,*,8,39,*
1401,15,22,52,0
1401,*,*,30,5
1401,*,17,50,*
1401,*,*,15,0
1401,*,*,23,*
1401,*,5,17,*
1401,8,11,43,12
1401,4,10,49,9
1401,*,17,68,*
1401,*,9,43,*
1401,17,13,44,4
1401,*,10,50,*
1401,*,10,32,*
1401,*,*,45,*
1401,6,10,51,8
1401,5,6,34,9
1401,10,10,52,10
1401,*,*,22,8
1401,5,4,31,6
1401,*,*,26,10
1401,*,25,51,*
1401,4,4,22,4
1401,7,11,61,5
1401,9,11,33,5
1401,*,*,20,*
1401,*,*,37,4
1401,*,6,40,*
1401,0,8,31,4
1401,6,*,30,*
1401,*,8,25,*
1401,*,*,7,*
1401,*,14,31,*
1401,*,*,30,0
1401,*,8,24,*
1401,*,*,8,0
1401,7,*,24,*
1401,*,4,11,*
1401,9,12,57,6
1401,*,19,53,*
1401,21,13,73,8
1401,*,12,58,*
1401,6,19,28,0
1401,11,13,54,8
1401,4,*,19,*
1401,4,*,17,*
1401,16,18,47,5
1401,*,10,42,*
1401,*,10,22,*
1401,10,*,31,*
1401,*,*,15,6
1401,4,17,35,0
1401,*,10,37,*
1401,*,12,35,*
1401,*,11,26,*
1401,*,16,36,*
1401,13,12,39,0
1401,*,20,51,*
1401,*,17,46,*
1401,*,8,28,*
1401,*,*,412,*
1401,*,*,52,*
1401,0,0,6,0
1401,0,0,0,0
1401,0,0,0,0
1401,4,*,13,*
1401,9,*,26,*
1401,0,0,20,0
1401,0,0,0,0
1401,0,4,16,14
1401,*,*,133,4
1401,0,0,0,0
1401,10,*,105,*
1401,*,4,44,*
1401,0,0,0,0
1401,0,0,15,9
1401,0,0,0,0
1401,0,0,0,0
1401,0,0,7,0
1401,0,0,5,4
1401,0,0,0,0
1401,0,0,0,0
1401,0,0,*,*
1401,0,*,*,0
1401,0,0,*,*
1401,21,37,169,60
1401,8,4,54,15
1401,*,*,10,0
1401,*,4,16,*
1401,0,*,6,*
1401,0,0,*,*
1401,0,0,18,8
1401,11,11,62,6
1401,9,10,45,11
1401,*,*,22,*
1401,*,0,93,*
1401,*,*,8,*
1401,54,83,493,207
1401,5,5,37,15
1401,7,16,57,13
1401,0,0,0,0
1401,0,0,7,6
1401,*,0,9,*
1401,28,29,147,43
1401,51,52,219,61
1401,*,8,28,*
1401,0,0,*,*
1401,*,*,8,*
1401,*,*,27,5
1401,*,0,*,0
1401,0,0,0,0
1401,*,*,10,*
1401,0,0,0,0
1401,0,0,*,*
1401,0,*,*,0
1401,0,0,0,0
1401,7,28,90,18
1401,0,0,0,0
1401,*,*,34,14
1401,15,15,83,5
1401,0,0,*,*
1401,0,0,0,0
1401,0,0,*,*
1401,0,0,*,*
1401,0,0,0,0
1401,*,*,77,*
1401,9,14,779,16
1402,0,0,0,0
1402,0,0,0,0
1402,0,0,0,0
1402,7,6,37,14
1402,*,*,17,13
1402,33,48,271,44
1402,0,0,0,0
1402,*,4,10,*
1402,0,0,0,0
1402,*,0,12,*
1402,*,*,18,4
1402,0,0,7,5
1402,7,*,16,*
1402,0,0,0,0
1402,*,8,46,*
1402,0,8,24,21
1402,0,0,0,0
1402,0,0,0,0
1402,11,*,38,*
1402,*,*,19,5
1402,*,6,13,*
1402,0,*,12,*
1402,*,6,34,*
1402,6,19,66,15
1402,*,10,16,*
1402,0,0,0,0
1402,0,0,0,0
1402,0,0,0,0
1402,0,0,0,0
1402,4,5,27,8
1402,*,*,51,*
1402,*,*,8,*
1402,5,14,30,7
1402,0,*,*,0
1403,0,0,0,0
1403,*,0,0,*
1403,*,0,6,*
1403,*,0,0,*
1403,*,7,41,*
1403,0,0,0,0
1403,*,0,11,*
1403,*,*,0,0
1403,0,0,0,0
1403,0,0,0,0
1403,*,8,43,*
1403,0,0,0,0
1403,0,0,0,0
1403,0,0,0,0
1403,0,*,7,*
1403,*,*,5,5
1403,*,*,0,0
1403,0,0,0,0
1403,0,0,0,0
1403,0,*,18,*
1403,14,33,199,12
1403,7,6,50,11
1403,12,12,76,9
1403,0,0,0,0
1403,10,11,75,7
